config_name,config_id,diffusion,n_samples,steady_states,stable_without_diffusion,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,rob_diego,rob_shaberi_total,rob_shaberi_type_I,rob_shaberi_excl_II
LHS_3954_CCD_Type2_Unequal2,37,"{'dU': 0.0, 'dV': 1.0, 'dW': 0.1}",1000000,969615,951296,6701,6701,1,6689,11,0.6701,0.6701,0.0001,
LHS_3954_CCD_Type2_Unequal3,38,"{'dU': 0.0, 'dV': 1.0, 'dW': 10.0}",1000000,969615,951296,6700,6700,0,6700,0,0.67,0.67,0.0,
LHS_3954_CCD_Type2_Unequal4,39,"{'dU': 0.0, 'dV': 10.0, 'dW': 1.0}",1000000,969615,951296,6758,6758,1,6746,11,0.6758,0.6758,0.0001,
LHS_3954_CCD_Type3_Equal,40,"{'dU': 1.0, 'dV': 1.0, 'dW': 0.0}",1000000,969615,951296,658,658,365,293,0,0.0658,0.0658,0.0365,
LHS_3954_CCD_Type3_Unequal1,41,"{'dU': 0.1, 'dV': 1.0, 'dW': 0.0}",1000000,969615,951296,404,414,110,293,11,0.0404,0.0414,0.011,
LHS_3954_CCD_Type3_Unequal2,42,"{'dU': 1.0, 'dV': 0.1, 'dW': 0.0}",1000000,969615,951296,2837,2837,2543,294,0,0.2837,0.2837,0.2543,
LHS_3954_CCD_Type3_Unequal3,43,"{'dU': 10.0, 'dV': 1.0, 'dW': 0.0}",1000000,969615,951296,2835,2835,2542,293,0,0.2835,0.2835,0.2542,
LHS_3954_CCD_Type3_Unequal4,44,"{'dU': 1.0, 'dV': 10.0, 'dW': 0.0}",1000000,969615,951296,403,413,109,293,11,0.0403,0.0413,0.0109,
LHS_3954_DCI_Type1,45,"{'dU': 1.0, 'dV': 10.0, 'dW': 0.0}",1000000,969615,951296,403,413,109,293,11,0.0403,0.0413,0.0109,
LHS_3954_DCI_Type1_Control,46,"{'dU': 1.0, 'dV': 1.0, 'dW': 0.0}",1000000,969615,951296,658,658,365,293,0,0.0658,0.0658,0.0365,
LHS_3954_DCI_Type2_Equal,47,"{'dU': 1.0, 'dV': 0.0, 'dW': 0.0}",1000000,969615,951296,11490,11490,0,11490,0,1.149,1.149,0.0,
LHS_3954_DCI_Type2_Unequal1,48,"{'dU': 0.1, 'dV': 0.0, 'dW': 0.0}",1000000,969615,951296,10688,10688,0,10688,0,1.0688,1.0688,0.0,
LHS_3954_DCI_Type3_Equal,50,"{'dU': 0.0, 'dV': 1.0, 'dW': 0.0}",1000000,969615,951296,6583,6949,0,6590,359,0.6583,0.6949,0.0,
LHS_3954_DCI_Type3_Unequal1,51,"{'dU': 0.0, 'dV': 0.1, 'dW': 0.0}",1000000,969615,951296,5687,6039,0,5690,349,0.5687,0.6039,0.0,
